rewards,connectivity,extinction_prob,colonization_prob,occupied_fraction,good_habitat_fraction,survival_time,restore_fraction,supp_fraction
5.677933500000001,1.3832650988291078,0.3241748621645269,0.14853008702870085,0.6633752434318556,0.6589763075905576,29.9581,0.11301009149790184,0.17245298650583132
6.373,1.437817072935817,0.30273618909532657,0.15504737259020446,0.68,0.7066666666666667,30.0,0.10833333333333335,0.1733333333333333
7.584999999999999,1.4401651150594454,0.3268128198271041,0.15419990689484156,0.6816666666666666,0.6500000000000001,30.0,0.11166666666666668,0.14666666666666664
4.146,1.3397858193049437,0.32303806413448993,0.1441447426247927,0.6583333333333333,0.6683333333333333,30.0,0.12166666666666666,0.19166666666666662
7.437999999999999,1.4503241696742897,0.2945368360809042,0.15662461459009674,0.7016666666666668,0.7183333333333334,30.0,0.1,0.17333333333333337
4.957000000000002,1.369730722960557,0.32487745784771377,0.1475305009327232,0.6383333333333332,0.6566666666666666,30.0,0.10500000000000001,0.18
4.626,1.3422397524585485,0.32801049879214006,0.14394663734262364,0.6466666666666666,0.6566666666666666,30.0,0.11666666666666667,0.17999999999999997
5.857,1.3825510317792375,0.3171831404946194,0.14858304054723123,0.6683333333333331,0.6750000000000003,30.0,0.11666666666666668,0.1683333333333333
3.994000000000001,1.3325536243906082,0.3345946608863603,0.14305846929776628,0.6366666666666668,0.6416666666666667,30.0,0.11999999999999998,0.18333333333333338
5.9719999999999995,1.376685185683626,0.3279096660225476,0.14733296818592737,0.6583333333333334,0.6583333333333331,30.0,0.11166666666666665,0.165
5.726,1.4106414068849944,0.3218606338663564,0.15092949052408702,0.6833333333333333,0.6633333333333333,30.0,0.125,0.17166666666666666
6.6530000000000005,1.3837557396353195,0.3212548008594926,0.14880648077185551,0.6616666666666667,0.6666666666666665,30.0,0.10166666666666667,0.1633333333333333
4.213000000000001,1.3639062764404501,0.32004376957246505,0.14667598717462876,0.6633333333333333,0.6666666666666665,30.0,0.12000000000000001,0.195
6.534,1.3660837916167403,0.335930908930309,0.14683752040971898,0.6383333333333334,0.6350000000000001,30.0,0.1,0.15333333333333332
4.043,1.3271464920068243,0.3469350074433139,0.141983457910232,0.6300000000000001,0.6116666666666668,30.0,0.12333333333333334,0.17499999999999996
6.69,1.4394165105258787,0.3086890079471971,0.15496316688813766,0.6933333333333335,0.6883333333333332,30.0,0.11333333333333334,0.16999999999999998
5.8069999999999995,1.3740497393198077,0.3240344357474553,0.14752879061560648,0.6666666666666665,0.6566666666666667,30.0,0.11,0.17499999999999996
5.5889999999999995,1.3397946411139698,0.33961597920339354,0.14342426254431054,0.6483333333333333,0.6316666666666667,30.0,0.11833333333333333,0.15999999999999998
7.421000000000001,1.4422539067175772,0.30466683981610854,0.15531156399008772,0.6983333333333334,0.6966666666666669,30.0,0.10833333333333334,0.16333333333333327
4.493000000000001,1.3496093816345816,0.34058430635938913,0.1436576908987711,0.6449999999999999,0.6283333333333334,30.0,0.125,0.17333333333333334
5.554999999999999,1.3212106193126985,0.333096854731038,0.14180831865710591,0.6416666666666667,0.6416666666666667,30.0,0.11,0.16499999999999998
7.184,1.3681132184565863,0.32406938651877926,0.14736674064065367,0.66,0.6599999999999999,30.0,0.09666666666666668,0.15666666666666668
4.077000000000001,1.342131613629433,0.3344756056488333,0.14372787356806593,0.6366666666666667,0.6416666666666667,30.0,0.11666666666666667,0.18499999999999997
4.043,1.307151518281463,0.33389292362724066,0.14076603104282626,0.63,0.64,30.0,0.11166666666666668,0.18666666666666665
8.303000000000003,1.4482573890479395,0.30298602616970843,0.1557918038022265,0.7166666666666667,0.705,30.0,0.11,0.15499999999999997
6.97,1.409668478695317,0.31578815785970377,0.15114080304225064,0.6749999999999999,0.6766666666666666,30.0,0.10666666666666667,0.16
4.909000000000002,1.348947284761778,0.33570226823093596,0.144633124924551,0.6533333333333334,0.6366666666666668,30.0,0.11833333333333333,0.17666666666666664
6.472000000000001,1.4105645963784077,0.32080503513156683,0.15147514001045628,0.6749999999999997,0.6616666666666666,30.0,0.10666666666666667,0.16999999999999998
4.824,1.3162666195188284,0.33530148539459365,0.14160868073003854,0.6366666666666667,0.6366666666666665,30.0,0.11166666666666668,0.17499999999999996
5.893000000000001,1.402442363449345,0.31330835480495156,0.15082138751418184,0.6916666666666667,0.6766666666666669,30.0,0.115,0.1833333333333333
7.639,1.467168481559086,0.28943526772430184,0.15862368076854583,0.7166666666666667,0.7316666666666666,30.0,0.10166666666666667,0.17666666666666667
4.69,1.311762499653771,0.3466020984010786,0.1409406573756356,0.6266666666666666,0.6166666666666668,30.0,0.10833333333333334,0.175
6.6209999999999996,1.4018519168352763,0.3334749479012618,0.15003133111160122,0.6716666666666669,0.6383333333333334,30.0,0.11666666666666667,0.15499999999999997
3.111,1.2773469441019947,0.36831062367121026,0.1355716732694669,0.6100000000000001,0.5716666666666668,30.0,0.13333333333333333,0.17166666666666666
4.672999999999999,1.3243882136890923,0.3554991742869594,0.1415760671667886,0.6233333333333334,0.5883333333333334,30.0,0.11833333333333335,0.1633333333333333
6.389000000000001,1.3736440696495422,0.32132812931621296,0.14753523260568693,0.675,0.6666666666666666,30.0,0.115,0.1633333333333333
6.886,1.3781854308856767,0.3099675355411587,0.1484529986288438,0.6666666666666669,0.6950000000000001,30.0,0.1,0.16333333333333327
6.207000000000002,1.3978165120941406,0.3137352842169439,0.15036642401029898,0.6799999999999999,0.6749999999999999,30.0,0.10833333333333334,0.17666666666666664
9.385,1.5415015308503348,0.28808985039171886,0.16582882430846252,0.7416666666666667,0.7283333333333333,30.0,0.10166666666666667,0.15666666666666668
2.383,1.3135608585934717,0.32295176210123866,0.14186448291183792,0.63,0.6683333333333332,30.0,0.11999999999999998,0.2116666666666667
7.304,1.4525599991987996,0.3169743851604852,0.15557192725684363,0.6916666666666667,0.6666666666666666,30.0,0.11166666666666666,0.15833333333333333
5.376,1.39721254514444,0.3185923133774035,0.15010532669407198,0.6716666666666665,0.6650000000000001,30.0,0.115,0.18166666666666664
5.8580000000000005,1.438893679564687,0.2964715427022186,0.15517016645090642,0.6766666666666665,0.7166666666666667,30.0,0.10666666666666667,0.1833333333333333
8.051,1.4348555770617284,0.32842122100045473,0.15353224159927273,0.6916666666666667,0.645,30.0,0.11166666666666666,0.14333333333333334
5.373,1.4089122909152882,0.3187064994143073,0.15117549596744878,0.6689655172413793,0.6689655172413794,29.0,0.11896551724137931,0.1724137931034483
7.589,1.4734099639048213,0.3046911007493833,0.15816595834928393,0.7150000000000001,0.6916666666666665,30.0,0.11000000000000001,0.16833333333333333
6.652000000000001,1.3628332946565591,0.33608125915777776,0.1456976802668551,0.6533333333333332,0.6316666666666665,30.0,0.11166666666666666,0.14833333333333332
6.9879999999999995,1.4301236568010234,0.3085059635512666,0.15408298550101254,0.6866666666666666,0.6933333333333332,30.0,0.10833333333333334,0.16499999999999998
5.444000000000001,1.4367522435507134,0.31868860413131667,0.15400283633156717,0.6849999999999999,0.6666666666666667,30.0,0.12666666666666668,0.17666666666666664
6.723,1.4098274433293854,0.3137873582727385,0.15147908622246328,0.6916666666666667,0.6833333333333336,30.0,0.11833333333333333,0.16333333333333327
6.6400000000000015,1.4155758331825723,0.31676728881762045,0.15173312873611883,0.6916666666666667,0.6733333333333333,30.0,0.115,0.1683333333333333
3.8579999999999997,1.2943973282930494,0.3539385168503418,0.13871931676781138,0.6100000000000001,0.6083333333333335,30.0,0.11833333333333333,0.17166666666666666
