rewards,connectivity,extinction_prob,colonization_prob,occupied_fraction,good_habitat_fraction,survival_time,restore_fraction,supp_fraction
5.495646000000001,1.448218311176232,0.2746721288237946,0.15800797003508288,0.7150541494252873,0.7720965747126436,29.9996,0.14616111494252876,0.18215022988505744
4.152000000000001,1.403840977355152,0.3097438722256965,0.1514818766695923,0.6999999999999998,0.7000000000000001,30.0,0.17000000000000004,0.17666666666666667
5.252000000000002,1.4685201773180654,0.2690543796102246,0.1604463865296912,0.7366666666666666,0.78,30.0,0.14,0.20666666666666664
7.896000000000002,1.5156667134659465,0.26258080265849143,0.16532826959813204,0.7599999999999999,0.7833333333333332,30.0,0.14333333333333334,0.1633333333333333
5.548000000000002,1.4412380434095582,0.28524931138868515,0.15674802632798351,0.7033333333333334,0.7533333333333334,30.0,0.14333333333333337,0.17666666666666667
8.73,1.5341811477266194,0.24818588153211033,0.16820446642284162,0.7499999999999998,0.8366666666666666,30.0,0.12666666666666668,0.15666666666666668
6.048000000000001,1.4611952093593026,0.26661840980584134,0.16007839333726032,0.7200000000000001,0.7933333333333333,30.0,0.15000000000000002,0.17
5.2,1.463880545184894,0.2895151172512188,0.1585465657224571,0.7133333333333333,0.7366666666666667,30.0,0.1566666666666667,0.1766666666666667
3.79,1.3876227186510435,0.26231978240178644,0.1523576149497535,0.6933333333333334,0.8,30.0,0.14666666666666667,0.20333333333333328
3.0560000000000005,1.4074293466680254,0.2941254546621718,0.1522665640063002,0.7066666666666668,0.7366666666666666,30.0,0.16,0.21333333333333335
6.248000000000002,1.4643320043033066,0.2736312774283157,0.15976492455519029,0.7266666666666666,0.7733333333333335,30.0,0.14333333333333337,0.17666666666666667
10.102,1.5280842265010055,0.2647516471799276,0.16701699914612222,0.7633333333333335,0.7899999999999999,30.0,0.14,0.12333333333333334
4.152,1.4318063814264081,0.2744784980471718,0.15636276034164634,0.6999999999999997,0.7699999999999999,30.0,0.14666666666666664,0.19999999999999998
3.5140000000000007,1.3865998744364025,0.3221900625570343,0.14900939501531146,0.6733333333333335,0.6633333333333333,30.0,0.17333333333333337,0.17
4.852,1.4343855430671442,0.27313443113959873,0.15662376927686275,0.7233333333333333,0.7733333333333333,30.0,0.1466666666666667,0.20000000000000004
4.490000000000001,1.441178209433489,0.29155029424210965,0.15608536946037868,0.7166666666666666,0.7366666666666666,30.0,0.15666666666666668,0.19333333333333336
6.372000000000002,1.4600761915748406,0.2693493473013793,0.15963470377844657,0.7200000000000001,0.7833333333333332,30.0,0.1366666666666667,0.17666666666666664
8.93,1.5130129928346483,0.2630643288192672,0.16542765694378356,0.7566666666666666,0.7866666666666667,30.0,0.14666666666666667,0.1366666666666667
5.924000000000002,1.4624292434454793,0.28858864752331215,0.15871824049724473,0.7266666666666667,0.7433333333333331,30.0,0.16,0.16666666666666663
4.828000000000001,1.4836909357673493,0.27761958570943607,0.16137357789689927,0.7333333333333335,0.7666666666666667,30.0,0.15333333333333332,0.2
5.734,1.4419650374439665,0.28543488138124407,0.15639654087341096,0.6933333333333336,0.7466666666666667,30.0,0.15000000000000002,0.16
0.4840000000000012,1.3358758313128838,0.29966053860860575,0.14511692438485596,0.6533333333333334,0.72,30.0,0.17000000000000004,0.2233333333333333
4.4,1.4188706540922715,0.3051209898451408,0.1536415711542002,0.6866666666666666,0.7,30.0,0.15,0.18333333333333332
5.524000000000001,1.4609279453771513,0.28974487062343884,0.15831716837644702,0.7133333333333334,0.74,30.0,0.15333333333333335,0.1733333333333333
6.01,1.4643964446241917,0.26734892887355666,0.15989252144771401,0.7133333333333334,0.7833333333333332,30.0,0.13666666666666666,0.18
4.709999999999999,1.3640644476534116,0.2968338597548525,0.14849805254662105,0.67,0.73,30.0,0.14666666666666667,0.16999999999999996
5.562000000000001,1.4365169426731013,0.24520349629422838,0.1590827964558394,0.7200000000000001,0.8433333333333335,30.0,0.13333333333333336,0.19666666666666666
4.5760000000000005,1.4364774769033695,0.29802811921524275,0.15542488128304546,0.7033333333333334,0.7100000000000002,30.0,0.16000000000000003,0.18
6.224000000000002,1.5013381274349935,0.26071411571426306,0.16410387764106507,0.7366666666666668,0.7966666666666667,30.0,0.14333333333333337,0.18333333333333332
9.425999999999998,1.5075114806575807,0.2768083001313635,0.16406410912644132,0.7300000000000001,0.7633333333333334,30.0,0.14000000000000004,0.11666666666666667
5.462000000000001,1.431257716743791,0.29320370214977254,0.15509338366962963,0.7166666666666668,0.7266666666666666,30.0,0.16,0.16999999999999998
6.786,1.5165938208132488,0.28203168962810593,0.16437078637722644,0.75,0.7500000000000001,30.0,0.15333333333333335,0.16999999999999996
3.128,1.4039486466218434,0.2725493444674859,0.15330318141952487,0.6766666666666666,0.7833333333333333,30.0,0.15,0.2033333333333333
10.464000000000002,1.5352701089124734,0.23746513653428447,0.16912975445926287,0.77,0.8533333333333333,30.0,0.10666666666666669,0.15333333333333335
3.442000000000001,1.4325125728370531,0.26925447396748187,0.15636032606172628,0.7033333333333334,0.7899999999999998,30.0,0.15333333333333332,0.21000000000000002
6.310000000000001,1.478212307058972,0.2759470426744881,0.16061476600354643,0.7233333333333334,0.7733333333333332,30.0,0.13666666666666666,0.18000000000000002
